DIFF_X	DIFF_Y	ANGLE	CAM_ID	MARKER_VALUE	X	Y	Z	LASTSEEN	CUR_POS	CUR_SPD	DISTANCE_FROM_HOME	DISTANCE_ARMEXTENDED	ANGLE_540	ANGLE_360
9.82	37.41	-1	0	10	739	1165	7970	1730115175.888028	225351	500	530	0	0	178
-16.35	21.48	3	0	102	-392	496	5488	1730115175.988086	234273	494	551	0	0	178
10.23	37.29	0	0	10	731	1116	7660	1730115175.992042	235269	500	553	0	0	178
-48.03	21.9	3	0	101	-1304	463	5064	1730115176.088507	242368	503	570	0	0	178
-15.77	21.32	2	0	102	-373	495	5504	1730115176.094105	243367	500	572	0	0	178
11.29	37.15	1	0	10	832	1186	8166	1730115176.193206	251416	500	591	0	0	178
11.6	37.25	1	0	10	816	1143	7853	1730115176.298927	260468	497	612	0	0	178
-46.12	22.04	-7	0	101	-1181	439	4784	1730115176.38581	266411	498	626	0	0	178
12.07	37.34	0	0	10	866	1182	8106	1730115176.386556	267359	495	628	0	0	178
12.5	37.34	0	0	10	834	1111	7620	1730115176.483327	275417	494	647	0	0	178
12.97	37.29	1	0	10	900	1167	8010	1730115176.581132	283912	503	667	0	0	178
13.46	37.22	-1	0	10	884	1113	7656	1730115176.681177	291965	494	686	0	0	178
-11.0	21.37	2	0	102	-214	505	5597	1730115176.773218	299419	498	704	0	0	178
-10.64	21.55	2	0	102	-201	508	5593	1730115176.863205	307398	494	722	0	0	178
-10.01	21.53	1	0	102	-175	496	5469	1730115176.96313	315416	504	741	0	0	178
-9.32	21.48	2	0	102	-153	502	5535	1730115177.05604	323490	495	760	0	0	178
-8.75	21.48	2	0	102	-133	501	5530	1730115177.159353	331484	499	779	0	0	178
-8.11	21.5	1	0	102	-110	499	5496	1730115177.258271	340425	498	800	0	0	178
16.69	37.55	-1	0	10	1074	1162	7934	1730115177.368133	349446	502	821	0	0	178
17.11	37.29	0	0	10	1054	1112	7635	1730115177.471439	357531	498	840	0	0	178
-38.63	21.78	1	0	101	-986	439	4830	1730115177.574668	366101	496	860	0	0	178
17.49	37.34	0	0	10	1045	1086	7450	1730115177.579951	367091	502	863	0	0	178
23.78	21.81	68	0	0	854	441	4779	1730115177.677327	375087	503	881	0	0	178
17.94	37.45	-1	0	10	1097	1120	7664	1730115177.681476	376082	493	884	0	0	178
18.39	37.41	-1	0	10	1147	1148	7864	1730115177.77714	383499	493	901	0	0	178
18.87	37.41	-1	0	10	1202	1179	8074	1730115177.876127	391539	502	920	0	0	178
-36.21	21.9	2	0	101	-938	450	4932	1730115177.973821	399614	501	939	0	0	178
19.27	37.5	-1	0	10	1192	1153	7882	1730115177.975042	400638	513	941	0	0	178
19.73	37.52	0	0	10	1197	1137	7768	1730115178.076661	408775	504	961	0	0	178
20.18	37.59	-1	0	10	1195	1117	7618	1730115178.177472	416711	498	979	0	0	178
-1.67	21.53	0	0	102	106	470	5170	1730115178.272295	424650	498	998	0	0	178
-33.88	21.94	2	0	101	-890	461	5037	1730115178.371603	432611	508	1017	0	0	178
21.0	37.62	0	0	10	1202	1089	7426	1730115178.373456	433627	507	1019	0	0	178
21.47	37.57	0	0	10	1228	1092	7452	1730115178.475411	441830	502	1038	0	0	178
21.91	37.59	-2	0	10	1180	1032	7043	1730115178.578555	450371	501	1058	0	0	178
22.36	37.71	-1	0	10	1252	1081	7357	1730115178.678679	458304	489	1077	0	0	178
22.73	37.75	0	0	10	1304	1112	7559	1730115178.782364	466682	499	1097	0	0	178
23.22	37.59	-1	0	10	1413	1181	8054	1730115178.869306	473637	500	1113	0	0	178
2.84	21.62	0	0	102	261	487	5336	1730115178.967228	482816	519	1135	0	0	178
3.5	21.71	0	0	102	288	496	5411	1730115179.061758	490875	505	1154	0	0	178
4.1	21.78	-1	0	102	308	497	5406	1730115179.16402	498890	503	1172	0	0	178
-28.67	22.27	1	0	101	-770	489	5277	1730115179.259089	506799	503	1191	0	0	178
4.7	21.76	1	0	102	337	509	5543	1730115179.263378	507745	493	1193	0	0	178
5.27	21.67	0	0	102	357	508	5546	1730115179.353397	514768	503	1210	0	0	178
5.92	21.62	0	0	102	371	495	5418	1730115179.447859	522834	516	1229	0	0	178
6.59	21.67	0	0	102	408	515	5626	1730115179.559907	531952	497	1250	0	0	178
-26.22	22.18	1	0	101	-679	478	5170	1730115179.649665	539423	497	1268	0	0	178
7.27	21.69	-1	0	102	421	503	5484	1730115179.655006	540427	499	1270	0	0	178
-25.62	22.2	2	0	101	-675	489	5281	1730115179.750239	547335	489	1286	0	0	178
7.84	21.71	0	0	102	429	489	5335	1730115179.75559	548826	501	1290	0	0	178
-25.1	22.13	3	0	101	-660	488	5291	1730115179.850864	555850	500	1306	0	0	178
38.79	22.01	29	0	0	1261	440	4691	1730115179.948916	561872	503	1320	0	0	178
9.1	21.57	-1	0	102	488	505	5530	1730115179.954247	564833	510	1327	0	0	178
9.79	21.53	0	0	102	508	499	5482	1730115180.052593	572984	507	1347	0	0	178
-23.18	22.01	-2	0	101	-599	487	5293	1730115180.150822	580981	503	1365	0	0	178
11.0	21.62	0	0	102	542	494	5408	1730115180.25978	590006	493	1387	0	0	178
11.67	21.57	-1	0	102	567	496	5435	1730115180.359335	598996	507	1408	0	0	178
12.3	21.53	-1	0	102	600	505	5541	1730115180.45145	606051	497	1424	0	0	178
-20.7	21.99	1	0	101	-543	510	5540	1730115180.560276	615076	511	1445	0	0	178
12.97	21.48	-1	0	102	625	505	5556	1730115180.564292	616126	499	1448	0	0	178
13.62	21.6	-2	0	102	633	496	5434	1730115180.654007	622626	500	1463	0	0	178
-19.38	22.08	1	0	101	-484	497	5377	1730115180.756141	631616	503	1484	0	0	178
-18.75	22.04	3	0	101	-471	505	5473	1730115180.858866	640153	500	1504	0	0	178
15.59	21.53	-1	0	102	673	477	5230	1730115180.963216	649194	502	1526	0	0	178
-17.49	22.01	1	0	101	-420	494	5360	1730115181.061892	657172	503	1544	0	0	178
16.99	21.62	-1	0	102	732	488	5334	1730115181.154701	665143	501	1563	0	0	178
17.64	21.55	2	0	102	751	485	5312	1730115181.263969	674174	499	1584	0	0	178
18.31	21.55	-2	0	102	767	482	5279	1730115181.361802	682290	497	1603	0	0	178
18.79	21.6	-2	0	102	791	487	5329	1730115181.456776	690327	497	1622	0	0	178
19.4	21.55	0	0	102	812	488	5341	1730115181.556997	697259	498	1639	0	0	178
20.31	21.57	-1	0	102	827	480	5248	1730115181.661693	707717	498	1663	0	0	178
-12.88	22.08	1	0	101	-274	509	5502	1730115181.766378	715790	503	1682	0	0	178
-12.2	22.08	1	0	101	-251	509	5493	1730115181.870352	724393	503	1702	0	0	178
-11.58	22.18	1	0	101	-229	510	5486	1730115181.961919	730417	497	1716	0	0	178
23.06	21.67	-1	0	102	899	473	5153	1730115182.061995	740357	492	1740	0	0	178
-45.25	21.76	1	0	100	-1140	428	4712	1730115182.157922	748311	494	1759	0	0	178
23.53	21.57	-1	0	102	906	467	5109	1730115182.163277	749304	497	1761	0	0	178
-44.53	21.81	3	0	100	-1125	430	4729	1730115182.25934	756386	500	1778	0	0	178
24.26	21.55	-1	0	102	909	457	5001	1730115182.26441	757385	503	1780	0	0	178
24.92	21.57	-1	0	102	937	462	5046	1730115182.363885	765508	506	1799	0	0	178
25.65	21.6	1	0	102	969	467	5097	1730115182.463293	773521	495	1818	0	0	178
-42.59	21.76	-8	0	100	-1073	429	4731	1730115182.557517	781464	496	1836	0	0	178
-41.95	21.71	2	0	100	-1090	443	4884	1730115182.657778	789895	494	1856	0	0	178
-7.2	22.08	0	0	101	-77	499	5382	1730115182.662263	790898	503	1859	0	0	178
27.68	21.48	-2	0	102	1008	455	4981	1730115182.770689	798992	508	1878	0	0	178
-40.56	21.53	2	0	100	-1062	444	4933	1730115182.859728	806556	504	1895	0	0	178
28.4	21.46	-3	0	102	1062	469	5138	1730115182.860258	807563	502	1898	0	0	178
29.17	21.46	-3	0	102	1054	455	4989	1730115182.96094	814646	500	1914	0	0	178
29.84	21.6	2	0	102	1097	467	5096	1730115183.061883	823562	494	1935	0	0	178
-3.78	21.99	0	0	101	40	506	5468	1730115183.161404	831523	495	1954	0	0	178
31.26	21.3	-2	0	102	1118	453	4994	1730115183.263732	840592	507	1975	0	0	178
32.72	21.32	-1	0	102	1112	435	4781	1730115183.457555	856715	506	2013	0	0	178
-36.46	21.53	2	0	100	-941	442	4911	1730115183.462697	857706	495	2016	0	0	178
33.44	21.5	-1	0	102	1152	446	4864	1730115183.554606	864636	495	2032	0	0	178
34.19	21.3	-2	0	102	1167	440	4834	1730115183.647653	872147	499	2050	0	0	178
-0.34	21.9	0	0	101	159	506	5479	1730115183.653631	873141	500	2052	0	0	178
0.36	21.74	-1	0	101	183	502	5479	1730115183.751544	881154	510	2071	0	0	178
35.62	21.2	-2	0	102	1197	435	4790	1730115183.852493	889787	501	2091	0	0	178
-33.66	21.44	2	0	100	-872	446	4971	1730115183.858274	890784	503	2093	0	0	178
36.41	21.3	-2	0	102	1221	437	4798	1730115183.953751	897790	495	2110	0	0	178
-32.93	21.53	2	0	100	-848	446	4954	1730115183.954124	898749	503	2112	0	0	178
-32.27	21.62	2	0	100	-840	454	5021	1730115184.056658	906716	500	2131	0	0	178
-31.59	21.53	2	0	100	-817	451	5007	1730115184.149358	913749	502	2147	0	0	178
-30.89	21.44	2	0	100	-789	445	4956	1730115184.262925	923781	495	2171	0	0	178
-30.22	21.46	2	0	100	-773	448	4984	1730115184.354257	931805	497	2190	0	0	178
-29.45	21.53	2	0	100	-757	453	5025	1730115184.457244	939744	491	2208	0	0	178
-28.79	21.53	3	0	100	-754	463	5142	1730115184.557437	948789	503	2230	0	0	178
6.56	21.71	0	0	101	408	516	5630	1730115184.663402	957294	499	2250	0	0	178
-27.38	21.44	2	0	100	-710	461	5130	1730115184.762439	965406	500	2269	0	0	178
7.92	21.71	0	0	101	457	518	5644	1730115184.867005	973841	496	2289	0	0	178
43.42	21.2	5	0	102	1347	416	4547	1730115184.960157	981830	488	2307	0	0	178
8.59	21.71	0	0	101	466	502	5468	1730115184.966074	982820	498	2310	0	0	178
9.23	21.57	1	0	101	493	505	5532	1730115185.066674	990765	508	2328	0	0	178
44.64	21.02	8	0	102	1298	390	4277	1730115185.163994	998854	511	2347	0	0	178
9.88	21.53	-1	0	101	527	515	5651	1730115185.170567	999858	498	2350	0	0	178
10.59	21.5	0	0	101	537	501	5505	1730115185.272922	1007986	497	2369	0	0	178
46.04	21.09	6	0	102	1341	394	4299	1730115185.370437	1015904	490	2387	0	0	178
11.26	21.5	0	0	101	561	501	5508	1730115185.375999	1016939	505	2390	0	0	178
-22.54	21.16	1	0	100	-522	426	4781	1730115185.474795	1024914	505	2409	0	0	178
-21.84	21.06	1	0	100	-527	446	5021	1730115185.569089	1032974	511	2427	0	0	178
13.26	21.39	-1	0	101	618	491	5415	1730115185.672131	1041578	498	2448	0	0	178
-20.52	20.97	1	0	100	-472	431	4871	1730115185.772594	1049594	497	2467	0	0	178
13.96	21.46	-2	0	101	655	502	5527	1730115185.778258	1050599	500	2469	0	0	178
14.64	21.48	-1	0	101	662	490	5390	1730115185.872336	1058014	486	2486	0	0	178
-19.19	21.06	1	0	100	-426	426	4789	1730115185.970146	1065972	493	2505	0	0	178
15.95	21.39	-1	0	101	696	482	5318	1730115186.073595	1074933	509	2526	0	0	178
16.63	21.32	2	0	101	732	490	5420	1730115186.17371	1083032	516	2545	0	0	178
-17.12	20.97	1	0	100	-392	456	5151	1730115186.270325	1091066	506	2564	0	0	178
17.34	21.48	-1	0	101	750	490	5381	1730115186.275462	1092072	501	2566	0	0	178
18.01	21.57	-1	0	101	761	484	5301	1730115186.375587	1100136	492	2585	0	0	178
18.67	21.48	-1	0	101	771	475	5223	1730115186.473814	1108062	495	2604	0	0	178
19.34	21.32	2	0	101	811	484	5347	1730115186.569904	1115064	505	2620	0	0	178
20.07	21.32	-2	0	101	819	475	5247	1730115186.673348	1124600	509	2643	0	0	178
20.74	21.48	-1	0	101	820	466	5118	1730115186.771287	1132707	498	2662	0	0	178
-13.8	21.0	0	0	100	-283	452	5088	1730115186.77283	1133691	492	2664	0	0	178
21.43	21.6	-2	0	101	870	484	5287	1730115186.87276	1141114	504	2682	0	0	178
22.12	21.48	-1	0	101	858	463	5087	1730115186.969762	1149036	506	2700	0	0	178
-12.47	21.0	0	0	100	-236	443	4984	1730115186.975064	1150028	494	2703	0	0	178
-11.78	20.88	0	0	100	-213	437	4940	1730115187.069909	1158110	506	2722	0	0	178
-11.13	20.88	1	0	100	-197	448	5058	1730115187.161033	1165122	505	2738	0	0	178
-10.44	20.93	-1	0	100	-172	439	4957	1730115187.283847	1175190	501	2762	0	0	178
-9.77	20.97	1	0	100	-151	441	4965	1730115187.373517	1183127	501	2780	0	0	178
-9.35	20.95	0	0	100	-139	445	5013	1730115187.502822	1194158	498	2806	0	0	178
-8.65	20.88	0	0	100	-117	444	5011	1730115187.578008	1199189	508	2818	0	0	178
27.02	21.37	-3	0	101	992	454	5000	1730115187.682572	1208703	499	2840	0	0	178
-7.77	20.81	-2	0	100	-93	457	5180	1730115187.692499	1209699	496	2843	0	0	178
27.43	21.37	4	0	101	980	443	4880	1730115187.783322	1216731	500	2859	0	0	178
-7.32	20.83	-1	0	100	-73	430	4865	1730115187.785317	1217728	497	2862	0	0	178
-6.42	20.88	0	0	100	-48	451	5092	1730115187.865192	1224187	495	2877	0	0	178
-5.95	20.86	0	0	100	-33	448	5062	1730115187.973142	1233279	509	2898	0	0	178
-5.33	20.79	0	0	100	-13	439	4971	1730115188.071772	1241266	506	2917	0	0	178
-4.65	20.74	-1	0	100	9	437	4960	1730115188.172971	1249330	498	2936	0	0	178
30.85	21.34	-2	0	101	1087	447	4912	1730115188.272237	1257312	496	2955	0	0	178
-3.98	20.79	0	0	100	30	445	5036	1730115188.272905	1258307	493	2957	0	0	178
-3.32	20.79	0	0	100	50	440	4974	1730115188.371039	1266343	497	2976	0	0	178
-48.06	21.97	179	0	99	-1191	423	4620	1730115188.473315	1274458	504	2995	0	0	178
-2.64	20.69	0	0	100	72	438	4973	1730115188.47391	1275467	503	2997	0	0	178
-1.94	20.65	-1	0	100	94	437	4974	1730115188.572354	1283503	495	3016	0	0	178
-1.26	20.69	0	0	100	115	438	4978	1730115188.676117	1291959	496	3036	0	0	178
-0.65	20.65	-1	0	100	133	432	4914	1730115188.773674	1299909	497	3055	0	0	178
0.01	20.6	0	0	100	155	437	4980	1730115188.872237	1308511	503	3075	0	0	178
0.69	20.58	-1	0	100	176	437	4981	1730115188.97253	1316551	504	3094	0	0	178
1.39	20.51	0	0	100	194	425	4858	1730115189.072724	1324605	501	3113	0	0	178
2.04	20.56	-1	0	100	225	448	5108	1730115189.174075	1333585	497	3134	0	0	178
2.7	20.58	-1	0	100	240	437	4986	1730115189.276695	1341513	491	3153	0	0	178
3.41	20.49	-1	0	100	265	441	5042	1730115189.380119	1350593	508	3174	0	0	178
39.1	20.93	-3	0	101	1233	411	4556	1730115189.470057	1357653	505	3190	0	0	178
4.11	20.42	0	0	100	279	427	4900	1730115189.473304	1358659	504	3193	0	0	178
4.75	20.44	0	0	100	313	447	5123	1730115189.583351	1366744	510	3212	0	0	178
5.43	20.53	0	0	100	335	449	5128	1730115189.677824	1373740	492	3228	0	0	178
41.08	21.06	-3	0	101	1239	399	4387	1730115189.778893	1383194	496	3251	0	0	178
6.05	20.53	-1	0	100	354	449	5120	1730115189.784714	1384190	495	3253	0	0	178
6.77	20.53	2	0	100	372	442	5044	1730115189.856523	1389174	502	3265	0	0	178
7.47	20.53	-1	0	100	404	453	5169	1730115189.962852	1398783	508	3287	0	0	178
8.19	20.62	-1	0	100	421	448	5098	1730115190.053713	1406791	509	3306	0	0	178
-37.63	22.13	-180	0	99	-951	441	4793	1730115190.157892	1415773	491	3327	0	0	178
9.51	20.72	1	0	100	479	465	5269	1730115190.265075	1423697	497	3346	0	0	178
10.17	20.62	-1	0	100	496	460	5225	1730115190.367556	1432713	503	3367	0	0	178
46.03	20.97	6	0	101	1383	404	4434	1730115190.463307	1440782	509	3386	0	0	178
10.83	20.56	-1	0	100	502	444	5065	1730115190.469036	1441794	504	3388	0	0	178
11.5	20.51	-1	0	100	520	441	5036	1730115190.570312	1449816	497	3407	0	0	178
12.16	20.51	-1	0	100	524	428	4882	1730115190.675363	1457885	494	3426	0	0	178
47.94	21.0	-3	0	101	1373	389	4247	1730115190.770489	1466322	500	3446	0	0	178
12.79	20.53	1	0	100	572	451	5141	1730115190.777005	1467311	498	3448	0	0	178
13.45	20.46	-1	0	100	583	442	5054	1730115190.873631	1474880	505	3466	0	0	178
14.13	20.42	-1	0	100	592	432	4950	1730115190.973178	1482946	507	3485	0	0	178
14.82	20.37	-1	0	100	629	442	5074	1730115191.071395	1490916	501	3504	0	0	178
15.44	20.42	-1	0	100	635	434	4970	1730115191.173841	1499968	499	3525	0	0	178
-30.48	22.13	179	0	99	-718	422	4584	1730115191.273656	1507971	495	3544	0	0	178
16.15	20.39	-2	0	100	669	442	5063	1730115191.279286	1509017	509	3546	0	0	178
-29.88	22.13	180	0	99	-766	461	4998	1730115191.369016	1516082	500	3563	0	0	178
16.77	20.37	-1	0	100	687	441	5056	1730115191.374679	1517090	511	3565	0	0	178
17.47	20.28	-1	0	100	710	440	5065	1730115191.475055	1525083	500	3584	0	0	178
18.06	20.3	3	0	100	701	424	4876	1730115191.576496	1533081	505	3603	0	0	178
-28.07	22.22	180	0	99	-689	447	4834	1730115191.659357	1539085	503	3617	0	0	178
18.89	20.44	2	0	100	766	449	5140	1730115191.665013	1541135	509	3622	0	0	178
-9.95	22.5	179	0	99	-159	474	5032	1730115194.459919	1773711	497	4168	0	0	178
-9.23	22.55	177	0	99	-128	446	4733	1730115194.567601	1782690	501	4189	0	0	178
-40.73	22.11	2	0	98	-916	390	4237	1730115194.669089	1790754	501	4208	0	0	178
-8.54	22.55	177	0	99	-112	463	4912	1730115194.67513	1791743	497	4211	0	0	178
-40.07	21.94	2	0	98	-924	398	4351	1730115194.766147	1799244	504	4228	0	0	178
-7.89	22.41	177	0	99	-87	439	4672	1730115194.772019	1800258	504	4231	0	0	178
-7.21	22.31	177	0	99	-69	449	4793	1730115194.883969	1808311	497	4250	0	0	178
-6.51	22.34	177	0	99	-48	448	4783	1730115194.980691	1816843	505	4270	0	0	178
-5.82	22.5	177	0	99	-27	456	4839	1730115195.085073	1824851	505	4288	0	0	178
-5.2	22.55	177	0	99	-8	447	4733	1730115195.17013	1832830	506	4307	0	0	178
-4.56	22.45	177	0	99	12	462	4911	1730115195.274403	1841860	500	4328	0	0	178
44.75	20.65	-3	0	100	1301	384	4277	1730115195.368506	1848867	503	4345	0	0	178
-3.91	22.31	177	0	99	32	460	4911	1730115195.373828	1849861	497	4347	0	0	178
-3.15	22.38	176	0	99	55	461	4905	1730115195.471509	1857861	499	4366	0	0	178
-2.54	22.5	177	0	99	70	435	4614	1730115195.568144	1865856	497	4385	0	0	178
-1.86	22.55	177	0	99	94	458	4846	1730115195.676414	1874930	510	4406	0	0	178
-1.18	22.5	177	0	99	112	446	4724	1730115195.772575	1883420	494	4426	0	0	178
-32.81	21.71	0	0	98	-779	415	4573	1730115195.874122	1891435	498	4445	0	0	178
-0.56	22.38	178	0	99	130	443	4715	1730115195.879309	1892439	499	4447	0	0	178
0.14	22.41	177	0	99	151	444	4718	1730115195.974757	1899873	498	4465	0	0	178
0.83	22.5	177	0	99	174	451	4774	1730115196.074215	1907946	501	4484	0	0	178
1.54	22.48	177	0	99	194	449	4761	1730115196.174339	1916027	498	4503	0	0	178
2.19	22.45	177	0	99	209	438	4651	1730115196.272743	1925031	501	4524	0	0	178
2.84	22.41	177	0	99	228	438	4652	1730115196.376322	1932996	504	4543	0	0	178
3.49	22.38	177	0	99	246	436	4637	1730115196.473876	1941997	495	4564	0	0	178
4.22	22.41	177	0	99	267	435	4625	1730115196.574111	1950090	508	4583	0	0	178
4.87	22.38	177	0	99	286	435	4625	1730115196.676281	1957191	505	4599	0	0	178
5.56	22.31	178	0	99	317	449	4790	1730115196.776103	1966765	509	4622	0	0	178
6.2	22.31	177	0	99	333	446	4749	1730115196.87334	1974722	499	4641	0	0	178
6.86	22.31	177	0	99	348	440	4687	1730115196.980451	1983159	502	4660	0	0	178
7.58	22.31	176	0	99	371	442	4709	1730115197.085964	1992292	504	4682	0	0	178
8.27	22.27	176	0	99	398	448	4788	1730115197.186363	2001425	497	4703	0	0	178
-23.4	21.37	0	0	98	-541	424	4728	1730115197.300267	2010423	497	4724	0	0	178
8.93	22.2	177	0	99	409	438	4686	1730115197.305298	2011416	501	4727	0	0	178
9.62	22.22	176	0	99	427	436	4659	1730115197.395162	2018343	492	4743	0	0	178
10.27	22.31	176	0	99	457	448	4775	1730115197.470167	2024391	503	4757	0	0	178
-21.55	21.55	0	0	98	-493	432	4779	1730115197.568963	2032533	505	4776	0	0	178
-20.87	21.37	0	0	98	-483	438	4876	1730115197.663881	2040585	506	4795	0	0	178
11.68	22.22	176	0	99	508	455	4869	1730115197.667858	2041587	502	4798	0	0	178
-20.2	21.2	1	0	98	-463	435	4871	1730115197.770064	2047548	490	4812	0	0	178
12.34	22.06	175	0	99	530	454	4883	1730115197.773963	2049984	493	4817	0	0	178
-19.56	21.25	1	0	98	-440	433	4835	1730115197.864884	2057001	506	4834	0	0	178
13.65	22.2	175	0	99	571	457	4894	1730115197.964113	2065479	497	4854	0	0	178
-18.82	21.3	1	0	98	-439	455	5071	1730115197.969415	2066486	500	4856	0	0	178
-18.12	21.3	1	0	98	-404	441	4913	1730115198.069951	2074611	508	4875	0	0	178
-48.01	22.04	-8	0	97	-1110	396	4313	1730115198.167945	2082546	502	4894	0	0	178
-17.45	21.06	-1	0	98	-388	441	4964	1730115198.173336	2083539	497	4896	0	0	178
-16.78	20.9	0	0	98	-362	432	4891	1730115198.273026	2091601	491	4915	0	0	178
-16.18	20.9	0	0	98	-344	432	4884	1730115198.368232	2099617	498	4934	0	0	178
-46.24	22.13	1	0	97	-1103	411	4458	1730115198.461122	2106687	501	4951	0	0	178
-15.55	21.18	0	0	98	-329	443	4953	1730115198.465294	2107685	495	4953	0	0	178
-14.92	21.27	0	0	98	-311	447	4980	1730115198.565028	2115829	500	4972	0	0	178
-45.14	22.01	2	0	97	-1157	440	4796	1730115198.658741	2123837	490	4991	0	0	178
-44.51	21.83	-6	0	97	-1100	421	4628	1730115198.764305	2131794	496	5010	0	0	178
-43.16	22.08	3	0	97	-1051	420	4568	1730115198.960945	2148845	511	5050	0	0	178
-11.48	21.18	0	0	98	-206	448	5002	1730115199.064332	2156906	509	5069	0	0	178
-10.78	20.88	-1	0	98	-184	444	5012	1730115199.168398	2165841	492	5090	0	0	178
-10.13	20.6	-1	0	98	-164	438	5007	1730115199.277908	2174853	504	5111	0	0	178
-9.43	20.74	-1	0	98	-141	440	4999	1730115199.373406	2182850	506	5130	0	0	178
-8.71	20.97	-1	0	98	-118	439	4944	1730115199.47482	2190935	512	5149	0	0	178
-8.05	20.9	0	0	98	-99	445	5020	1730115199.574272	2199989	494	5170	0	0	178
-7.41	20.76	0	0	98	-80	449	5090	1730115199.671913	2207956	491	5189	0	0	178
-6.71	20.65	-1	0	98	-56	435	4951	1730115199.772137	2215892	491	5207	0	0	178
-36.91	21.62	1	0	97	-847	394	4360	1730115199.870024	2224488	501	5228	0	0	178
-6.04	20.83	-1	0	98	-35	444	5020	1730115199.874824	2225486	502	5230	0	0	178
-5.34	20.88	-1	0	98	-13	446	5032	1730115199.977299	2233031	514	5248	0	0	178
-4.67	20.76	0	0	98	8	450	5094	1730115200.07848	2242101	490	5269	0	0	178
-4.26	20.62	-1	0	98	21	437	4974	1730115200.175898	2250019	494	5288	0	0	178
