DIFF_X	DIFF_Y	ANGLE	CAM_ID	MARKER_VALUE	X	Y	Z	LASTSEEN	CUR_POS	CUR_SPD	DISTANCE_FROM_HOME	DISTANCE_ARMEXTENDED	ANGLE_540	ANGLE_360
26.39	19.44	-2	0	102	951	412	4889	1730115268.365345	705280	-509	1657	0	0	178
-42.68	19.56	1	0	100	-1064	391	4683	1730115268.463947	698203	-501	1641	0	0	178
-8.14	19.91	2	0	101	-114	482	5659	1730115268.468515	695729	-503	1635	0	0	178
-43.36	19.54	1	0	100	-1083	391	4686	1730115268.564818	688631	-501	1618	0	0	178
-8.83	19.88	0	0	101	-137	474	5576	1730115268.569341	687633	-503	1616	0	0	178
-9.47	19.86	-1	0	101	-158	470	5529	1730115268.668614	680229	-497	1599	0	0	178
23.62	19.44	-1	0	102	915	433	5145	1730115268.768243	671294	-495	1578	0	0	178
22.92	19.35	-1	0	102	901	435	5190	1730115268.867021	663335	-507	1559	0	0	178
22.21	19.31	-1	0	102	858	424	5073	1730115268.966902	655237	-504	1540	0	0	178
21.51	19.35	-1	0	102	852	433	5167	1730115269.068588	646163	-507	1518	0	0	178
-12.73	19.84	0	0	101	-273	473	5581	1730115269.167397	638230	-492	1500	0	0	178
-47.93	19.33	2	0	100	-1210	390	4708	1730115269.263624	630251	-502	1481	0	0	178
20.25	19.38	-2	0	102	826	440	5253	1730115269.269431	629260	-497	1479	0	0	178
-14.0	19.68	-2	0	101	-309	457	5433	1730115269.364753	622275	-501	1462	0	0	178
18.85	19.21	-1	0	102	779	436	5238	1730115269.463871	614183	-506	1443	0	0	178
-15.36	19.68	1	0	101	-363	467	5551	1730115269.569905	604683	-493	1421	0	0	178
17.51	19.26	-1	0	102	763	452	5430	1730115269.670121	596197	-495	1401	0	0	178
-15.99	19.68	1	0	101	-385	468	5561	1730115269.674737	595207	-500	1399	0	0	178
16.89	19.24	1	0	102	743	452	5438	1730115269.765889	588295	-500	1382	0	0	178
1.03	18.8	-2	0	102	209	453	5554	1730115272.265099	379682	-513	892	0	0	178
-32.51	19.1	-5	0	101	-866	420	5132	1730115272.371042	371578	-502	873	0	0	178
0.36	18.75	0	0	102	183	445	5476	1730115272.376496	370581	-495	871	0	0	178
-0.27	18.75	0	0	102	158	439	5393	1730115272.482365	361645	-500	850	0	0	178
-0.82	18.73	1	0	102	144	451	5549	1730115272.584382	353315	-493	830	0	0	178
-34.11	18.98	2	0	101	-916	419	5147	1730115272.678101	346267	-511	814	0	0	178
-1.45	18.68	-1	0	102	122	449	5544	1730115272.682849	344800	-497	810	0	0	178
-2.1	18.66	0	0	102	99	448	5535	1730115272.782096	336693	-499	791	0	0	178
-2.76	18.66	0	0	102	74	441	5449	1730115272.890857	327597	-500	770	0	0	178
-3.37	18.75	0	0	102	54	448	5518	1730115272.98933	319681	-494	751	0	0	178
-36.52	19.05	1	0	101	-951	404	4952	1730115273.08635	311768	-498	733	0	0	178
-3.93	18.75	0	0	102	34	443	5450	1730115273.09346	310784	-490	730	0	0	178
-37.06	18.94	2	0	101	-958	399	4908	1730115273.195285	302807	-496	712	0	0	178
-4.54	18.66	0	0	102	13	434	5368	1730115273.200609	301782	-513	709	0	0	178
-5.21	18.63	1	0	102	-10	440	5440	1730115273.289272	294642	-498	692	0	0	178
-38.39	19.03	2	0	101	-987	397	4869	1730115273.386528	286577	-499	673	0	0	178
-5.9	18.66	0	0	102	-34	445	5502	1730115273.392793	285570	-510	671	0	0	178
-38.98	19.03	2	0	101	-993	393	4815	1730115273.483726	278642	-486	655	0	0	178
-6.52	18.73	3	0	102	-57	459	5653	1730115273.488694	277655	-496	652	0	0	178
-7.12	18.73	1	0	102	-76	445	5486	1730115273.596674	269230	-496	633	0	0	178
-7.73	18.66	1	0	102	-99	451	5578	1730115273.700988	260799	-489	613	0	0	178
-8.44	18.66	1	0	102	-119	436	5397	1730115273.797022	252678	-501	594	0	0	178
-9.08	18.61	2	0	102	-146	451	5590	1730115273.893702	244706	-496	575	0	0	178
-9.71	18.66	1	0	102	-166	446	5522	1730115273.98532	236673	-490	556	0	0	178
-42.66	19.12	2	0	101	-1080	389	4753	1730115274.074808	229735	-500	540	0	0	178
-10.34	18.75	1	0	102	-188	448	5529	1730115274.080336	228745	-492	538	0	0	178
-10.96	18.68	-1	0	102	-214	457	5651	1730115274.177819	220706	-494	519	0	0	178
-43.93	19.03	2	0	101	-1119	390	4774	1730115274.27699	212643	-492	500	0	0	178
-11.63	18.61	1	0	102	-235	450	5589	1730115274.277508	211628	-509	497	0	0	178
-12.28	18.66	1	0	102	-248	433	5363	1730115274.3787	203626	-500	479	0	0	178
-12.96	18.82	2	0	102	-281	453	5573	1730115274.482995	196600	-500	462	0	0	178
-13.55	18.8	3	0	102	-300	450	5545	1730115274.578121	187057	-498	440	0	0	178
-14.18	18.75	1	0	102	-315	440	5437	1730115274.680962	179005	-502	421	0	0	178
-14.83	18.75	1	0	102	-335	437	5398	1730115274.780197	170522	-493	401	0	0	178
13.37	19.26	48	0	0	548	397	4771	1730115274.879386	163514	-505	384	0	0	178
-16.11	18.84	1	0	102	-389	452	5560	1730115274.986365	153579	-508	361	0	0	178
-16.77	18.77	-2	0	102	-412	451	5563	1730115275.080079	145493	-508	342	0	0	178
-17.43	18.91	2	0	102	-427	446	5472	1730115275.177418	137403	-506	323	0	0	178
-18.07	18.89	3	0	102	-455	451	5542	1730115275.279497	129392	-498	304	0	0	178
-18.68	18.87	2	0	102	-461	437	5373	1730115275.375525	120428	-494	283	0	0	178
-19.3	18.89	3	0	102	-492	447	5498	1730115275.477837	112446	-498	264	0	0	178
-19.95	18.87	2	0	102	-501	435	5359	1730115275.580048	103821	-513	244	0	0	178
8.11	19.33	82	0	0	408	415	4971	1730115275.679196	95726	-506	225	0	0	178
-20.69	18.91	2	0	102	-530	440	5405	1730115275.680598	94724	-495	223	0	0	178
0.61	40.23	5	0	10	318	1412	9057	1730115275.780361	87226	-500	205	0	0	178
-21.9	18.91	2	0	102	-555	429	5268	1730115275.885688	79293	-494	186	0	0	178
-22.49	18.89	3	0	102	-588	438	5396	1730115275.976029	71359	-499	168	0	0	178
-0.47	40.14	13	0	10	259	1425	9163	1730115276.081988	62299	-509	146	0	0	178
4.88	19.26	84	0	0	299	402	4836	1730115276.185829	53129	-503	125	0	0	178
-23.82	18.84	1	0	102	-617	427	5274	1730115276.195944	52125	-499	122	0	0	178
-24.47	18.94	1	0	102	-632	425	5222	1730115276.281591	45084	-496	106	0	0	178
3.66	19.47	85	0	0	276	428	5102	1730115276.37831	37311	-476	88	0	0	178
-25.08	19.03	1	0	102	-649	425	5209	1730115276.383972	36326	-473	85	0	0	178
3.05	19.42	89	0	0	247	412	4921	1730115276.479472	30008	-435	71	0	0	178
-26.37	18.91	2	0	102	-688	423	5202	1730115276.580659	23187	-371	54	0	0	178
-27.02	18.94	2	0	102	-695	415	5101	1730115276.682557	16971	-319	40	0	0	178
-27.71	19.07	3	0	102	-730	425	5204	1730115276.779396	12545	-281	29	0	0	178
0.4	19.56	84	0	0	172	430	5111	1730115276.88715	8097	-226	19	0	0	178
-0.21	19.42	93	0	0	146	411	4914	1730115276.992985	4575	-177	11	0	0	178
-29.4	19.03	2	0	102	-768	417	5108	1730115277.095621	2241	-127	5	0	0	178
-0.7	19.35	92	0	0	134	421	5043	1730115277.101568	2022	-113	5	0	0	178
-1.09	19.4	87	0	0	122	421	5042	1730115277.195766	625	-67	1	0	0	178
-30.14	19.14	3	0	102	-796	422	5144	1730115277.296946	38	-16	0	0	0	178
-1.45	19.42	93	0	0	112	427	5108	1730115277.302481	21	-8	0	0	0	178
