1	2	400
2	3	700
3	10	700
4	10	364
5	8	1879
6	13	1075
7	17	1346
8	21	1833
9	5	942
10	7	223
11	16	777
12	11	844
13	12	1904
14	6	1704
15	14	3411
16	9	1922
17	18	1838
18	25	1594
19	15	3992
20	19	1099
21	4	1322
22	20	2123
23	22	1171
24	23	1501
25	26	1468
26	27	1041
27	28	1940
28	29	1180
29	32	2847
30	31	418
31	33	2857
32	30	418
33	34	778
34	41	1857
35	39	1864
36	37	3267
37	38	3905
39	36	700
40	35	636
41	40	692
